Date,Open,High,Low,Close,Volume
2018-01-02,39.93399778801941,40.43622351118219,39.72277915354373,40.42683410644531,102223600
2018-01-03,40.490190741195256,40.964255303118776,40.35642219303837,40.41978454589844,118071600
2018-01-04,40.492531794304796,40.710790617330794,40.38457874373889,40.60752868652344,89738400
2018-01-05,40.703754451309464,41.15669464308769,40.61222747270617,41.069862365722656,94640000
2018-01-08,40.91731262207031,41.213014298775086,40.81874181549477,40.91731262207031,82271200
2018-01-09,40.964247691292925,41.083935694352036,40.69670706368473,40.91261672973633,86336000
2018-01-10,40.638060003382904,40.90560079005759,40.60050953974206,40.90325164794922,95839600
2018-01-11,40.97363736609717,41.18485593261213,40.95017102382274,41.13557052612305,74670800
2018-01-12,41.34679198028473,41.62372207810548,41.22240924564743,41.56035614013672,101672400
2018-01-16,41.750449409423986,42.10013125931942,41.33740520403028,41.34914016723633,118263600
2018-01-17,41.339754292155696,42.06727910092083,41.08629768651695,42.03207778930664,137547200
2018-01-18,42.09542607592508,42.26674861785587,41.83258015439757,42.069610595703125,124773600
2018-01-19,41.91706393777589,42.14470854361538,41.63544281559508,41.88186264038086,129700400
2018-01-22,41.60963653804508,41.72228429562512,41.44535781219759,41.53923034667969,108434400
2018-01-23,41.609634869826934,42.11186042928691,41.49698711676318,41.548614501953125,130756400
2018-01-24,41.59790149940242,41.60963646144299,40.64742687023852,40.88680648803711,204420400
2018-01-25,40.95487171893902,41.058133675910234,40.020826566259224,40.156944274902344,166116000
2018-01-26,40.36580561399968,40.36580561399968,39.91051630329917,40.25080871582031,156572000
2018-01-29,39.934004239160295,39.934004239160295,39.208828379965176,39.41769790649414,202561600
2018-01-30,38.84739780967541,39.279217239588455,38.652608879864985,39.18534469604492,184192800
2018-01-31,39.16187382377497,39.53033088935035,39.07504154404407,39.293296813964844,129915600
2018-02-01,39.23227693364981,39.5725693452636,39.13605525875675,39.37543487548828,188923200
2018-02-02,38.95769826348325,39.145446923123295,37.57305861302765,37.66693115234375,346375200
2018-02-05,37.338365380007126,38.460158806094434,36.610840828574936,36.72583770751953,290954000
2018-02-06,36.33626920112963,38.422618146423986,36.141480273828954,38.260684967041016,272975200
2018-02-07,38.27476741574191,38.34751917686184,37.33133650049833,37.44163513183594,206434400
2018-02-08,37.61765378986397,37.78428170095919,36.383212086809394,36.411373138427734,217562000
2018-02-09,37.01224435906996,37.20546868760478,35.40281108119353,36.856719970703125,282690400
2018-02-12,37.34922082039222,38.61932982623296,37.115934171953185,38.34127426147461,243278000
2018-02-13,38.1621772820291,38.82197484217078,38.091484044226874,38.72536087036133,130196800
2018-02-14,38.41903971703981,39.47942787850929,38.38133975951686,39.439369201660156,162579600
2018-02-15,40.00961906406378,40.787237711993015,39.823463626810906,40.763675689697266,204588800
2018-02-16,40.615224624045005,41.19490508880809,40.47619681187318,40.631717681884766,160704400
2018-02-20,40.542164710786906,41.06293097636061,40.39370925438159,40.49503707885742,135722000
2018-02-21,40.725957827681526,41.02993405641751,40.29708818267244,40.31122970581055,149886400
2018-02-22,40.483252486487366,40.98988079969852,40.46204559239559,40.64820098876953,123967600
2018-02-23,40.923896836056215,41.39046643209442,40.893262262045184,41.35512161254883,135249600
2018-02-26,41.55542928860672,42.27177871683173,41.522439583272835,42.17280960083008,152648800
2018-02-27,42.20342472221904,42.528607783247274,41.98192097614066,42.03611755371094,155712400
2018-02-28,42.24115044606972,42.561623458169564,41.95602586357139,41.97251892089844,151128400
2018-03-01,42.071474868825504,42.36367192217282,40.685903876338685,41.2373046875,195208000
2018-03-02,40.71889874727326,41.54364494576013,40.636422689181344,41.522438049316406,153816000
2018-03-05,41.28679626200407,41.88296965474033,41.12420286478362,41.66617965698242,113605600
2018-03-06,41.9230220896084,42.00313941685463,41.503580087428105,41.63082504272461,95154000
