Date,Open,High,Low,Close,Volume
2018-01-02,79.49467033662245,79.66080368594021,78.91320713482894,79.32853698730469,22483800
2018-01-03,79.43006371112033,79.84540060730887,79.34700055686504,79.69772338867188,26061400
2018-01-04,79.91921845593546,80.90679384235766,79.90076232759272,80.39916229248047,21912000
2018-01-05,80.90678200902967,81.59900290763547,80.69449783513778,81.39595031738281,23407100
2018-01-08,81.40517295153134,81.75590270525151,80.8513976539523,81.47901153564453,22113000
2018-01-09,81.8205263170634,81.89436491616722,81.09138599459493,81.42365264892578,19484300
2018-01-10,81.09137791403707,81.39595682376253,80.67604815832829,81.05445861816406,18652200
2018-01-11,81.34060033528414,81.34060033528414,80.51916510428244,81.2944564819336,17808900
2018-01-12,81.83899506589644,82.86348290112365,81.63594240786763,82.69734954833984,24271500
2018-01-16,83.15879928191953,83.79564473697708,81.22981383346234,81.54361724853516,36599700
2018-01-17,82.21741045846443,83.32496141956172,81.91283147958963,83.19574737548828,25621200
2018-01-18,82.88193690969281,83.6849088246594,82.75272287644218,83.15882110595703,24159700
2018-01-19,83.1957347153285,83.62952767226508,82.75271721495989,83.06652069091797,36875000
2018-01-22,83.06652189055745,84.56172181957656,82.82654996677101,84.552490234375,23601600
2018-01-23,84.82013702392578,85.1893229180661,84.48787042336302,84.82013702392578,23412800
2018-01-24,85.42006453897126,86.23226788529685,84.52479102040634,84.74629974365234,33277500
2018-01-25,85.34622450455389,86.05690154034251,84.84782460446885,85.21701049804688,26383200
2018-01-26,85.94617225114274,86.81375122070312,85.44777222609129,86.81375122070312,29172200
2018-01-29,87.81053073237791,88.09664645994245,86.49992747765833,86.68451690673828,31569900
2018-01-30,86.1122915799479,86.44455820924645,85.00473380174074,85.59542846679688,38635100
2018-01-31,86.5276261204895,88.05051374853737,86.30611736927919,87.69055938720703,48756300
2018-02-01,87.48751284170507,88.66890231907091,86.37073038133153,86.99834442138672,47227900
2018-02-02,86.426081781595,86.73066065199983,84.45094547800842,84.7093734741211,47867800
2018-02-05,83.58338289515814,86.05691975144741,81.2206039428711,81.2206039428711,51031500
2018-02-06,80.19611646337553,84.43251300283286,78.68246031219618,84.2940673828125,67998600
2018-02-07,83.51876929737556,84.70015868043156,82.32814832930426,82.7065658569336,41107600
2018-02-08,82.79886864228153,82.95577039463444,78.23021240239825,78.46095275878906,55628700
2018-02-09,79.6515691656086,82.07895503731416,77.3718534516708,81.38673400878906,63499100
2018-02-12,81.90358021792954,82.86346077305846,81.15598385086116,82.26353454589844,35720300
2018-02-13,82.07895554469059,83.06652393649232,81.03601172358822,82.90962219238281,26407700
2018-02-14,82.07506106861223,84.37475371209875,81.9823327817275,84.20783996582031,34960900
2018-02-15,84.57874749481522,85.97896776319378,84.03164573200189,85.92333221435547,27823900
2018-02-16,85.72859823189387,86.70226283695386,85.12586088798581,85.31131744384766,30596900
2018-02-20,84.82912716426043,86.29425095233542,84.39329647060795,85.97897338867188,30911700
2018-02-21,86.22006393121637,86.57243418611527,84.83838653564453,84.83838653564453,26922500
2018-02-22,85.3576936260818,85.9882558834475,84.71785641758451,85.06095886230469,24392800
2018-02-23,86.79497145796019,87.23080204771615,85.64512550765747,87.22152709960938,26329200
2018-02-26,87.5368414127362,88.51049905347593,87.39774544271198,88.48268127441406,30199800
2018-02-27,88.77940219412469,88.8721304681051,87.35136413574219,87.35136413574219,25869100
2018-02-28,87.94483651092472,88.75158737835008,86.82280808651194,86.95262908935547,31167300
2018-03-01,87.15662802466362,87.69446188988114,85.16293840340107,86.0995101928711,37135600
2018-03-02,84.9218381591384,86.37769377529922,84.25418336642798,86.28496551513672,32830400
2018-03-05,85.62660333068176,87.41628686017492,85.55242494595187,86.83209228515625,23901600
2018-03-06,87.4811867161084,87.62028266695108,86.18297670748058,86.53534698486328,22175800
2018-03-07,86.38699718521424,87.11028775737849,85.71006722104907,87.03610229492188,26716100
2018-03-08,87.41628058102596,88.18593874937149,86.95263210487289,87.56465148925781,25887800
2018-03-09,88.36211915262898,89.521240234375,88.09320221269826,89.521240234375,36937300
2018-03-12,89.4841681188429,90.1425481959328,89.05761231149094,89.73453521728516,26073700
2018-03-13,89.94780786436115,90.17035716063124,87.13809912178957,87.54611206054688,35387800
2018-03-14,88.2044729445609,88.47338986181204,86.70224960241383,87.02680206298828,32132000
2018-03-15,86.73009544412592,87.70376021568728,86.08099031289522,87.33283996582031,27611000
2018-03-16,87.79647549298039,88.44558052797633,87.0917278301889,87.7222900390625,49081300
2018-03-19,86.92481292022643,87.07318382605493,85.41332145934811,86.13661193847656,33344100
2018-03-20,86.28496013009665,86.95260780642646,86.23859246555283,86.35913848876953,23075200
2018-03-21,86.173689409427,87.21226434222284,85.50603460082345,85.75640869140625,24457100
2018-03-22,84.63439667793101,85.0795023644835,83.14145497079056,83.26200103759766,38604700
2018-03-23,82.9930563146104,83.88326031549994,80.74899995353182,80.84172821044922,44068900
2018-03-26,84.02240629926646,87.16594348227764,83.82767472130398,86.9619369506836,56396800
2018-03-27,88.03757097109492,88.22302752336056,82.07505155194448,82.96525573730469,56569000
2018-03-28,83.28980544611579,84.59729744226827,82.408876240345,82.89106750488281,52501100
2018-03-29,83.62363393962868,85.5802309462302,81.97304660508456,84.63438415527344,45867500
2018-04-02,83.89252991089825,84.27271786241569,81.14773264794069,82.08429718017578,48515400
2018-04-03,83.06727436072475,83.5031051215195,81.50014002715612,83.18782043457031,37213800
2018-04-04,81.46302432783875,86.01605511581333,81.35175323711077,85.61731719970703,35560000
2018-04-05,85.71934655550214,86.3035411841098,84.75495671840066,85.66370391845703,29771900
2018-04-06,84.8384025819362,85.73788182544341,82.9745406610698,83.67001342773438,38026000
2018-04-09,84.4211123501712,86.39625224063758,84.03164934214358,84.17073822021484,31533900
2018-04-10,85.67297626729331,86.49827009877914,84.97750346044243,86.12734985351562,26812000
2018-04-11,85.3205916194946,86.507530545549,84.82912538367964,85.1814956665039,24872100
2018-04-12,85.71005065753654,87.31427736824644,85.71005065753654,86.77644348144531,26758900
2018-04-13,87.21226896657083,87.33281500657216,85.71932051670154,86.31278991699219,23346100
2018-04-16,87.23081908823654,87.77792793801392,86.62807468837512,87.32354736328125,20288100
2018-04-17,88.09320369212824,89.52124173778734,87.98192551951492,89.08541107177734,26771000
2018-04-18,89.2245061295081,89.6881545653715,88.57539407447112,89.42851257324219,21043300
2018-04-19,89.42851486141919,90.01270935865773,88.40848261664952,89.12250518798828,23552500
2018-04-20,88.93705961727292,89.122516189371,87.21228661284488,88.09321594238281,31154400
2018-04-23,88.77941566142485,89.2894318577542,87.75011539226192,88.41777038574219,22331800
2018-04-24,89.24302986762335,89.45631121537997,85.69148898526164,86.34986877441406,34524800
2018-04-25,86.5168068300655,86.5168068300655,83.71636612566886,85.5987777709961,33729300
