Date,Open,High,Low,Close,Volume
2018-01-02,52.337114911616034,53.478269771224554,52.337114911616034,53.34059524536133,31766000
2018-01-03,53.376382746449934,54.47827575768503,53.35153406119346,54.250640869140625,31318000
2018-01-04,54.52748135414892,54.874896544716236,54.386826340846945,54.46137619018555,26052000
2018-01-05,54.84358396816797,55.34706465804289,54.76157534552589,55.18354415893555,30250000
2018-01-08,55.21883706967344,55.62440571185799,55.16913590382694,55.378379821777344,24644000
2018-01-09,55.58861352576077,55.58861352576077,55.079664858807156,55.307796478271484,26808000
2018-01-10,55.020024722963434,55.30730328085012,54.869927743596634,55.176090240478516,20734000
2018-01-11,55.28394196602129,55.4101837460235,54.99417969223573,55.271018981933594,22424000
2018-01-12,55.174101933927034,56.227780201148285,55.07022510411957,56.19547653198242,38586000
2018-01-16,56.675594615462074,57.10154118551692,55.99716447998305,56.197959899902344,36462000
2018-01-17,56.479275148603776,56.62639165014283,55.83961015789258,56.61545944213867,27830000
2018-01-18,56.627883494848916,56.68951415101649,55.88782266659566,56.45989227294922,27498000
2018-01-19,56.56227654680606,56.8480610691724,56.28742423230509,56.834144592285156,30552000
2018-01-22,56.85005324113938,57.99617941971216,56.75064712382242,57.86098861694336,29550000
2018-01-23,58.182059011878806,58.57420788321382,58.014564544912965,58.45790481567383,39138000
2018-01-24,58.895779633088424,58.99866296789218,58.02201830247675,58.21535873413086,37128000
2018-01-25,58.683558413395254,58.89678009260679,58.24270183066696,58.75463104248047,29984000
2018-01-26,59.02251946607175,59.024009704589844,58.05333355553834,59.024009704589844,42170000
2018-01-29,59.045884046820824,59.54290326003664,58.85005608029781,58.9703369140625,31494000
2018-01-30,58.534945099055044,59.042399746029126,58.3753985732343,58.517547607421875,37338000
2018-01-31,58.837630313770624,58.962385656223866,58.25562199351424,58.75860595703125,36022000
2018-02-01,58.44896535975627,59.01855126161311,58.11944060120478,58.727294921875,73514000
2018-02-02,56.03493763886127,56.227781333212185,55.2272814302096,55.62638854980469,117842000
2018-02-05,54.70242880178122,55.417144172377625,52.52200884296614,52.80282211303711,83550000
2018-02-06,51.3907933989834,54.04487415089542,51.19347519585492,53.89825439453125,76630000
2018-02-07,53.9250914506971,54.00262556399122,52.41663640081931,52.455902099609375,51942000
2018-02-08,52.67757509163033,52.87936401239792,49.93552094259068,50.08512496948242,66792000
2018-02-09,50.98820222766436,52.272499603342936,49.552810596970026,52.001625061035156,98360000
2018-02-12,52.51852846673467,52.96087525770654,51.962862873995164,52.413658142089844,56240000
2018-02-13,52.18701743613438,52.74467381294293,52.03393618570592,52.392784118652344,31586000
2018-02-14,52.40172658937706,53.452921109337275,52.177075979419804,53.31524658203125,41304000
2018-02-15,53.84954486319156,54.378871515106866,53.04337891621364,54.2426872253418,37396000
2018-02-16,54.34308494746052,55.08513653693195,54.25213109968489,54.448455810546875,39948000
2018-02-20,54.312272076437715,55.48175670870799,54.17509428809936,54.85054397583008,33754000
2018-02-21,55.12440241380322,56.471324018175544,55.04537426623569,55.35551452636719,41486000
2018-02-22,55.6248956192097,55.93751959214549,54.928074514719384,55.16415786743164,28010000
2018-02-23,55.599555376091224,56.11347538567801,55.09160390530491,56.06824493408203,25292000
2018-02-26,56.25561590052749,56.86893819386203,56.13036760323586,56.84408950805664,30912000
2018-02-27,56.84408375855091,56.87141996454091,55.506604233545424,55.542388916015625,42964000
2018-02-28,55.765553416766714,56.04637048168498,54.82121995858662,54.866943359375,49292000
2018-03-01,55.146272864478725,55.23225546219297,53.04636358279445,53.251136779785156,55338000
2018-03-02,52.583634008346884,54.02051968783795,52.19248242758911,53.88383865356445,50162000
2018-03-05,53.58513433661195,54.73075998584799,53.29387801299163,54.41167449951172,28648000
2018-03-06,54.7764825024262,54.95193248468045,54.39874686988049,54.71683883666992,23382000
2018-03-07,54.31524767441363,55.47728100940488,54.17061491421941,55.41962432861328,30748000
2018-03-08,55.526984213425294,56.23473753400784,55.526984213425294,56.132354736328125,33862000
2018-03-09,56.63533970119199,57.70393180331851,56.37639462402864,57.695980072021484,42662000
2018-03-12,57.905219144174936,58.55681360527946,57.61446337417266,57.94895935058594,44306000
2018-03-13,58.24220194236929,58.548864981866465,56.390309380649626,56.65571594238281,43140000
