Date,Open,High,Low,Close,Volume
2018-01-02,176.71054576400638,180.5892759234034,176.58126538156765,180.43014526367188,18151900
2018-01-03,180.88764383224344,183.77181498344245,180.3406416689374,183.66241455078125,16886600
2018-01-04,183.89114661361708,185.19401176785783,183.09552369646175,183.3242645263672,13880900
2018-01-05,184.57738569225208,185.8802356809349,183.92098312259165,185.8305206298828,13574500
2018-01-08,186.1786068785027,187.86932839923514,185.31335857962668,187.25271606445312,17994700
2018-01-09,187.67042869271387,187.769889151761,186.07916757670753,186.84495544433594,12393100
2018-01-10,185.92001069109668,186.86482421665045,184.61716080921866,186.81509399414062,10529900
2018-01-11,187.37206625889837,187.37206625889837,186.3576423987889,186.74551391601562,9588600
2018-01-12,177.08847687876028,180.48981505112198,176.43207429053217,178.39132690429688,77551300
2018-01-16,180.5097191703646,180.7583551471833,177.06859057395832,177.41668701171875,36183800
2018-01-17,178.28191258714708,178.34159796141134,174.8407996057284,176.6309814453125,27992400
2018-01-18,177.1581137151544,179.9925547880628,176.11383956175197,178.81900024414062,23304900
2018-01-19,179.86324053045027,181.37493608114448,179.18694289942766,180.3008270263672,26826500
2018-01-22,179.81352421417822,184.37847666835495,179.42565273458544,184.35858154296875,21059500
2018-01-23,185.0349116016419,188.51581555210078,184.53763960871922,188.31690979003906,25678800
2018-01-24,188.85392294247964,189.6197259231744,185.50231516838136,185.5321502685547,24334500
2018-01-25,186.9245138506057,187.59085641003327,185.58188875642827,186.4570770263672,17377700
2018-01-26,186.7255943699887,188.96331787109375,185.7907207903305,188.96331787109375,17759200
2018-01-29,187.72016185901578,187.8096671682372,184.61718973505404,184.96527099609375,20453200
2018-01-30,186.59631673667937,187.15325887789336,180.847854360451,186.0990447998047,20858600
2018-01-31,187.34223632756888,188.79427715105024,184.2094290000619,185.8703155517578,43275100
2018-02-01,187.19302993476836,194.25429678448,186.8648286690234,192.0364532470703,54211300
2018-02-02,190.99221317506777,193.15038689758546,188.9434550694328,189.2418212890625,26677500
2018-02-05,185.91008885217784,189.5700183921062,179.62457912947124,180.27102661132812,33128200
2018-02-06,177.59568909135925,184.7564012324363,176.77021593748512,184.2989044189453,37758500
2018-02-07,183.14523962018166,184.07017327030871,178.96815858306667,179.1968994140625,27601900
2018-02-08,180.02237022298849,180.84784340927845,170.5443688941369,170.64382934570312,38478300
2018-02-09,173.80648383091824,175.93480713720305,166.26783936365715,175.1491241455078,39887600
2018-02-12,176.09392666201117,176.5812585978916,170.90240669810788,175.44747924804688,32092100
2018-02-13,174.6618012258066,175.00989767370407,172.15556143287486,172.2052764892578,21809400
2018-02-14,172.5036385132349,178.82893840101423,172.26495768668127,178.54052734375,28929700
2018-02-15,179.51518120574445,179.51518120574445,175.87514674249095,178.97813415527344,20922100
2018-02-16,178.01341485015263,178.89855829785157,175.33808938027178,176.39230346679688,20645300
2018-02-20,174.81098653340143,176.97908496331436,174.15458391358837,175.04966735839844,21204900
2018-02-21,175.7458661044331,180.28098403732304,175.43754473595146,176.93931579589844,23200800
2018-02-22,177.72498625543818,179.22675720912773,176.44203134238373,178.01341247558594,18464200
2018-02-23,178.91845922138756,182.3894232385981,178.53058766907762,182.2899627685547,19007300
2018-02-26,183.5729087421997,184.64701793933298,182.2203284764247,183.92098999023438,17599700
2018-02-27,183.443632201813,183.69226819427288,180.46995544433594,180.46995544433594,15849800
2018-02-28,181.30534130923454,181.88217854554273,177.16803537845917,177.34706115722656,18783000
2018-03-01,178.03329865433852,179.1372429939473,173.45840580479344,174.9800567626953,23201600
2018-03-02,172.34450849205024,176.14367353467014,172.04615745773836,175.65634155273438,20025900
2018-03-05,175.23862917511508,180.1616183615778,174.93032299942564,179.41571044921875,16189300
2018-03-06,180.78819060161726,181.3849230173558,178.13276018509868,178.79910278320312,15086800
2018-03-07,177.7647578793607,182.8170420226477,177.09841537839927,182.7076416015625,19097300
2018-03-08,182.55848337180063,183.39389664006586,180.459995049385,181.3451385498047,17225900
2018-03-09,182.90655515901562,184.49781614464735,182.21037752933088,184.21934509277344,18526300
2018-03-12,184.21937474470948,185.0846383153007,183.21489080130652,183.75193786621094,15301200
2018-03-13,184.59729403701724,184.97522557549775,180.12184648335642,180.8876495361328,18067500
2018-03-14,181.60370704931452,183.2446982771047,180.85779918658545,183.18502807617188,16821700
2018-03-15,182.24022967925447,182.996077579979,181.1959555492616,182.85684204101562,15614300
2018-03-16,183.48339146678765,184.31880461821478,182.40928233972386,184.08010864257812,24403400
2018-03-19,176.04420159882557,176.20333225711076,169.13212486961962,171.6184844970703,88140100
2018-03-20,166.55624620786205,169.27134644807268,161.06636035385276,167.23252868652344,129851800
2018-03-21,163.90083695824458,172.45390535133942,162.40902111549758,168.46578979492188,106598800
2018-03-22,165.2235810715974,169.3409921634375,162.82672665790943,163.99034118652344,73743000
2018-03-23,164.5373331537956,165.69100763515152,158.1523636060308,158.5203399658203,53609700
2018-03-26,159.9425696778913,160.22104077743012,148.20694771326725,159.18670654296875,126116600
2018-03-27,155.45716168559227,161.96148758715185,149.92749977696226,151.3894805908203,79117000
2018-03-28,150.82259277189996,155.0295248529333,149.97723947026023,152.195068359375,60029200
2018-03-29,154.30346909311942,160.53926315389717,153.29898528841002,158.91815185546875,59434300
2018-04-02,156.94895420225072,158.33136947328632,153.2691451878534,154.5421600341797,36796000
2018-04-03,155.6958567663557,156.53127003342055,149.98716909034013,155.2582550048828,42543900
2018-04-04,151.2004968284839,154.7112353243018,149.68878596205712,154.25375366210938,49885600
